schema_version,entity_label_id,source_item_id,narrative_id,label_text,normalized_text,language_or_dialect,label_type,supplied_by,source_context,entity_concept_id,normalization_status,review_status
2.0.0,19,19,17,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Yalata, South Australia 1993. Source-stated location: Yalata (West of), South Australia. Event field: Yowie Sighting. Body excerpt retained for review: I was travelling with a mate with a load of general cargo across to Perth in a Mack Super Liner.",1,preserved_source_label,pending
2.0.0,20,20,18,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Roxby Downs, South Australia 1995. Source-stated location: Roxby Downs, South Australia. Event field: Yowie Sighting. Body excerpt retained for review: 11 years old, Jarrod Nicholson, his mate Fred and three younger boys rode their bikes to a secluded dam about 30 minutes from Roxby Downs. “We were there no longer than 20 minutes”, Jarrod recalls, “when the youngest member of the group complained that someone in a fur suit was stalking the bush (desert) around the huge clay pan we were in … but nobody else...",1,preserved_source_label,pending
2.0.0,21,21,19,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Wilpena Pound, South Australia 2014. Source-stated location: Wilpena Pound, South Australia (Flinders Ranges). Event field: Yowie Sighting. Body excerpt retained for review: I was searching for reptiles when I thought I’d have a break have a drink. I walked down to a creek and sat down, within 30 seconds I heard a noise and then I saw a 7 to 8 feet hairy ape- like creature stand up looked at me before running off.",1,preserved_source_label,pending
2.0.0,22,22,20,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Sixth Creek - Adelaide Hills, South Australia 2015. Source-stated location: Sixth Creek - Adelaide Hills, South Australia. Event field: Yowie Sighting. Body excerpt retained for review: During the winter months I like to head out every weekend to the forest area of Adelaide hills to document different species of fungi.",1,preserved_source_label,pending
2.0.0,23,23,21,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Loxton, South Australia 2016. Source-stated location: Loxton, South Australia. Event field: Yowie Sighting. Body excerpt retained for review: I was driving on the Loxton-Swan Reach Road. It’s a road that’s not used a lot. There was about 90kms between towns. I had been driving 30-40 minutes or so out of Loxton and I looked ahead to see what looked like a man walking on the other side of the road and totally brown from head to toe.",1,preserved_source_label,pending
2.0.0,24,24,22,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Poochera, South Australia 2016. Source-stated location: Poochera, South Australia. Event field: Yowie Sighting. Body excerpt retained for review: We were driving East to West Australia, our ute lost the bolts to hold on the trailer part, and the trailer dragged.",1,preserved_source_label,pending
2.0.0,25,25,23,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Darwin (Fannie Bay), Northern Territory 1979. Source-stated location: Darwin – Fannie Bay. Event field: Yowie Sighting. Body excerpt retained for review: I was living in the NZ and came to Darwin due to business (building company), which was a bit of an adventure for my husband, son and myself.",1,preserved_source_label,pending
2.0.0,26,26,24,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Yambah Station, Northern Territory 1987. Source-stated location: Yambah Station, Northern Territory. Event field: Yowie giving Chase. Body excerpt retained for review: Source: Alice Springs Advocate. 15th of Feb, 1987 - David Liddle.",1,preserved_source_label,pending
2.0.0,27,27,25,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Berry Springs, Northern Territory 1995. Source-stated location: Berry Springs, Northern Territory. Event field: Yowie/Strange Sightings. Body excerpt retained for review: I have had two sightings of strange things, one a couple of years ago and one about 12 months ago.",1,preserved_source_label,pending
2.0.0,28,28,26,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Acacia Hills, Northern Territory 1997 (1). Source-stated location: Acacia Hills, Northern Territory (approx. 70km south of Darwin).. Event field: Sighting. Body excerpt retained for review: Other References: Litchfield Times (NT) articles, Who Magazine articles. The taped interview with Kate Jones includes significant extra details.",1,preserved_source_label,pending
2.0.0,29,29,27,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Acacia Hills, Northern Territory 1997 (2). Source-stated location: Acacia Hills, Northern Territory. Event field: Yowie Causing Havoc. Terrain field: Farm near heavily wooded rainforest/ Hilly landscape.. Body excerpt retained for review: The following report is an account of what a lone farmer’s wife was witness to at her property in Acacia Hills. Katrina Tucker, who at the time of the interview was 40 years of age, has lived with her husband in the Territory for about 20 years and for the last 9 of those years have resided at their farm in Acacia. The sighting took place during the wet sea...",1,preserved_source_label,pending
2.0.0,30,30,28,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Acacia Hills & Humpty Doo, Northern Territory 1998. Source-stated location: Acacia Hills, Humtpy Doo - Northern Territory. Event field: Possible Yowie Encounter. Body excerpt retained for review: [Male Witness aged around 13 years old at the time, and 36 at time of interview]",1,preserved_source_label,pending
2.0.0,31,31,29,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Adelaide River, Northern Territory 1998. Source-stated location: Adelaide River, Northern Territory. Event field: Yowie Sighting. Body excerpt retained for review: Date of Sighting: Wednesday the 18 th of November, 1998",1,preserved_source_label,pending
2.0.0,32,32,30,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Tanima Desert, Northern Territory 1998. Source-stated location: Tanima Desert, Northern Territory. Event field: Yowie Sighting. Body excerpt retained for review: Source: Article by Randall Floyd for 'Living in Australia'",1,preserved_source_label,pending
2.0.0,33,33,31,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Kings Canyon, Northern Territory 2001. Source-stated location: Kings Canyon, Northern Territory. Event field: Mysterious Vocalisations. Body excerpt retained for review: I am writing this email to you to tell of an experience I had back in 2001 out at Kings Canyon in the Northern Territory.",1,preserved_source_label,pending
2.0.0,34,34,32,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Lake Dulverton, Tasmania 1987 (1). Source-stated location: Lake Dulverton, Tasmania. Event field: Yowie Sighting. Body excerpt retained for review: Witness: Bill Johnstone and Stella Donohue",1,preserved_source_label,pending
2.0.0,35,35,33,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Lake Dulverton, Tasmania 1987 (2). Source-stated location: Launceston, Tasmania. Event field: Yowie Sighting. Body excerpt retained for review: Date of Sighting: Friday the 2 nd of January 1987",1,preserved_source_label,pending
2.0.0,36,36,34,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Smithton, Tasmania 1992. Source-stated location: Smithton, Tasmania. Event field: Possible Yowie Sighting. Body excerpt retained for review: This was around 1992. We were out shooting and we saw a set of eyes. We sat there looking at them for a good 20 minutes, this was 3 or 4 of us, and as soon as we started moving towards us it just bolted off. When we got over there, I was standing on the back of the truck and I ended up being eye height with it.",1,preserved_source_label,pending
2.0.0,37,37,35,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Christmas Hills Reserve, Tasmania 2024. Source-stated location: Christmas Hills Reserve, Tasmania (Near Elizabeth Town). Event field: Yowie Sighting. Body excerpt retained for review: All right that's terrific…can you just talk me through, because this only happened yesterday.",1,preserved_source_label,pending
2.0.0,38,38,36,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Phillip Island, Victoria 1849. Source-stated location: Phillip Island, Victoria. Event field: Early Yowie Sighting. Body excerpt retained for review: Date of report: The 29 th of October, 1849",1,preserved_source_label,pending
2.0.0,39,39,37,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Sherbrooke Forest, Victoria 1970. Source-stated location: Sherbrooke Forest, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: It was 1970, I was 18 years old and just out of High School. I was living on the edge of Sherbrooke Forest on Nation Road, which runs right next to the forest. A creek ran through the property I was leasing and we knew the girls next door, they were art teachers. There wasn’t many houses around at the time.",1,preserved_source_label,pending
2.0.0,40,40,38,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Colac, Victoria 1980. Source-stated location: Colac, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: At 2pm in late December, Wes and 4 friends were outside a house which sat at the top of a Hill near the Carlisle River overlooking a gully.",1,preserved_source_label,pending
2.0.0,41,41,39,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Kinglake West & Eden Park, Victoria late 1980's. Source-stated location: Kinglake West and Eden Park, Victoria. Event field: Yowie Sighting and Big Cat Sighting. Body excerpt retained for review: Transcript from Recorded Interview: 18/1/2025 by Paul Cropper",1,preserved_source_label,pending
2.0.0,42,42,40,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Cranbourne, Victoria 1982. Source-stated location: Cranbourne, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: Myself, my brother and friend Ingrid, my dog were walking back from the botanical gardens. This was in 1982 and they weren’t open to the public yet, and we used to play in the ferns that grew amongst the trees.",1,preserved_source_label,pending
2.0.0,43,43,41,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Noojee, Victoria 1984. Source-stated location: Noojee, Victoria. Event field: Yowie Sighting. Terrain field: Farm paddock adjoining Pine plantation. Body excerpt retained for review: My husband and I were visiting friends, and were out rabbit shooting in some paddocks off the road by the farmhouse. I was in the cab of a Toyota Landcruiser Trayback, with one of our friends, my husband and the others were on the tray. It was dusk, so we had the headlights on, but not dark enough to have the spotlights on.",1,preserved_source_label,pending
2.0.0,44,44,42,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Toolangi, Victoria 1984. Source-stated location: Toolangi State Forest, Victoria. Event field: Yowie Sighting (Story Relayed 2 nd Hand). Body excerpt retained for review: Speaking to a Female friend of mine regarding a sighting that happened to her at the Toolangi Forest, at the back of the Maroondah Reservoir up in the Yarra Ranges adjacent to Healesville.",1,preserved_source_label,pending
2.0.0,45,45,43,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Avonsleigh, Victoria 1985. Source-stated location: Avonsleigh, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: I have been reading through your list of sightings and noted something listed at Emerald, Victoria.",1,preserved_source_label,pending
2.0.0,46,46,44,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Darriman, Victoria 1985. Source-stated location: Mullundung State Forest, Darriman, Victoria. Event field: Sighting. Body excerpt retained for review: Interviewed: Mr N Snr on 7/11/00 regarding his son's experience. This report also includes information provided by Mr Cin his email submission to the AYR Web Site.",1,preserved_source_label,pending
2.0.0,47,47,45,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Cranbourne, Victoria 1987. Source-stated location: Cranbourne/Hallam, Victoria. Event field: Yowie Sightings. Body excerpt retained for review: In 1987 in the state of Victoria, Australia, I sighted a yowie outside Cranbourne as a volunteer fire-fighter while investigate piles of burning railway sleepers besides a railway line.",1,preserved_source_label,pending
2.0.0,48,48,46,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Lyndhurst, Victoria 1987. Source-stated location: Lyndhurst (Abbotts Rd), Victoria. Event field: Yowie Sighting. Body excerpt retained for review: I was a member of the Hampton Park volunteer fire brigade, including my father who was a officer.",1,preserved_source_label,pending
2.0.0,49,49,47,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Emerald, Victoria 1988. Source-stated location: Emerald, Victoria. Event field: Yowie Aggression. Body excerpt retained for review: Source: Unknown Newspaper Report. (Estimate to be the 80’s)",1,preserved_source_label,pending
2.0.0,50,50,48,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Dellicknora, Victoria 1990. Source-stated location: Dellicknora, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: The property is on the edge of the Deddick River, on the edge of the Snowy River National Park. A Mountain region with valleys and thick scrub.",1,preserved_source_label,pending
2.0.0,51,51,49,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Lake Buffalo, Victoria 1991. Source-stated location: Lake Buffalo, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: There were three of us out spotlighting for Deer. We weren’t driving any faster than about 10km/hr, very slowly with the spotlight out of the window. We had driven out of a block of pine trees and into more native bush, and this thing moving along caught my eye on the driver’s side.",1,preserved_source_label,pending
2.0.0,52,52,50,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Hepburn Springs, Victoria 1993. Source-stated location: Hepburn Springs, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: In 1998, I had a long running with debate with the then second in charge of the Australian Skeptic Society, Mark Newbrook, who at the time enjoyed challenging me on the existence of the Yowie. English born Newbrook has penned many boring writings, appears in many boring articles and specialises as a boring linguistics expert, debating people on semantics, b...",1,preserved_source_label,pending
2.0.0,53,53,51,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Aberfeldy, Victoria 1996. Source-stated location: Aberfeldy (near Moe), Victoria. Event field: Sighting. Body excerpt retained for review: It was about 9 or 10 pm on a School Camp at Aberfeldy about 2 hours drive from Moe at the start of the Great Dividing Range. It was a heavily bushed area and there were 20 students plus teachers on the camp.",1,preserved_source_label,pending
2.0.0,54,54,52,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Warnambool, Victoria 1997. Source-stated location: Princess Highway / Warrnambool, Victoria.. Event field: Roadside Yowie Sighting. Body excerpt retained for review: It was around midnight, and I was driving alone on the Princess Highway travelling at around 100km/h.",1,preserved_source_label,pending
2.0.0,55,55,53,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Wilsons Promontory, Victoria 1999. Source-stated location: Wilsons Promontory, Victoria. Event field: Alleged Yowie Sighting. Body excerpt retained for review: Hi Dean, my name is Andrew and I'm 17 years old.",1,preserved_source_label,pending
2.0.0,56,56,54,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Licola, Victoria 2002. Source-stated location: Licola, Victoria. Event field: Large Footprints Found. Body excerpt retained for review: Around 10 years ago myself and my brother in-law, went walking to a river near Licola.",1,preserved_source_label,pending
2.0.0,57,57,55,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Robinvale, Victoria 2004. Source-stated location: Robinvale, Victoria. Event field: Sighting. Body excerpt retained for review: Last Sunday (7th March 2004) my partner and I were camping on the south bank of the Murray River in NW Victoria a few 10s of kilometres SE of Robinvale.",1,preserved_source_label,pending
2.0.0,58,58,56,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Mansfield, Victoria 2006. Source-stated location: Mansfield. Event field: Yowie Sighting. Body excerpt retained for review: It was just North of Mansfield, very hilly – Where Ned Kelly used to hang out. It hasn’t changed since back then.",1,preserved_source_label,pending
2.0.0,59,59,57,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Barmah Forest (Murray River), Victoria 2007. Source-stated location: Barmah Forest, Victoria ( Murray River ). Event field: Yowie Sighting. Body excerpt retained for review: For about 12 years I was homeless and I travelled picking fruit from Queensland, News South Wales, South Australia and Victoria.",1,preserved_source_label,pending
2.0.0,60,60,58,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Nowa Nowa, Victoria 2007. Source-stated location: Nowa Nowa, Victoria. Event field: Yowie Roadside Sighting. Body excerpt retained for review: Weather Conditions At The Time Of Your Sighting: The Weather was a clear sky no rain insight. It was still daylight. It was the time when the bushfires were at Bruthen.",1,preserved_source_label,pending
2.0.0,61,61,59,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Redbank, Victoria 2008 (2). Source-stated location: Redbank, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: (This is the Father and fellow witness of the other 2008 Redbank Encounter. He also mentions during interview of another Gold Detecting friend who found himself being watched by a Yowie while Detecting at Natte Yallock, which is next to Redbank).",1,preserved_source_label,pending
2.0.0,62,62,60,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Robinvale, Victoria 2008. Source-stated location: Robinvale, Victoria. Event field: Strange Footsteps. Body excerpt retained for review: In 2008 I was backpacking around Australia and ended up for three months working on an almond farm in Hattah close to Robinvale.",1,preserved_source_label,pending
2.0.0,63,63,61,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Aberfeldy, Victoria 2010. Source-stated location: Aberfeldy, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: Hey Dean, I want to inform you of a Yowie sighting i had a while back.",1,preserved_source_label,pending
2.0.0,64,64,62,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Briagolong, Victoria 2010. Source-stated location: Briagolong, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: It was about 9 O’Clock’ish at night or later and we (myself and my partner), were making our way up the windy roads into the hills driving our Subaru Forester, and something crossed the road ahead. I said to my partner, ‘What the heck was that’. She seemed a little freaked out. She has a University degree in Science, with Honours, an educated type.",1,preserved_source_label,pending
2.0.0,65,65,63,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Bendigo (area), Victoria 2011. Source-stated location: Bendigo (North West - witness requests not to disclose). Event field: Yowie Sighting. Body excerpt retained for review: Around a month ago, my girlfriends little sister claimed that she had seen a giant dog / ape like creature crossing a dirt road a few minutes from their house just outside of Bendigo Victoria.",1,preserved_source_label,pending
2.0.0,66,66,64,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Falls Creek, Victoria 2011. Source-stated location: Falls Creek. Event field: Possible Yowie Sighting. Body excerpt retained for review: 1am, Five mates and I were camping in November.",1,preserved_source_label,pending
2.0.0,67,67,65,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Yarra Valley, Victoria 2011. Source-stated location: Yarra Valley, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: Myself and some friends have just been on a camping trip near the Yarra Valley.",1,preserved_source_label,pending
2.0.0,68,68,66,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Bemm River, Victoria 2013. Source-stated location: Bemm River, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: Hi Dean, thanks for your email. Myself and fishing mate Luke saw something out of place in pretty well the exact same location discussed in your recent audio (Bemm River Witness, Audio #142). Unfortunately our experience wasn't quite as detailed or elaborate as the one discussed since our experience was very brief but I will give you the run down as follows.",1,preserved_source_label,pending
2.0.0,69,69,67,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Healesville, Victoria 2013. Source-stated location: Healesville, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: I had normal driving lights and spot lights which light up the whole road. Coming back towards Healesville from the range around a few bends, we came into a straight stretch and a dip. As we came up the other side, there was this very large reddish brown animal on the left hand side of the road looking like it was getting ready to cross the road.",1,preserved_source_label,pending
2.0.0,70,70,68,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Harrietville, Victoria 2015. Source-stated location: Harrietville, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: Friday afternoon we went out hunting with my Dad. I’ve been hunting since I was 8 years old and never seen anything like this. My Dad and Uncle are from Old School, pretty much skeptics. I’ve always looked at my Dad as strong, but after this day he’s been very quiet. Basically we saw this very large, whatever you want to call it, Bigfoot?, it was about 8ft...",1,preserved_source_label,pending
2.0.0,71,71,69,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Mount Hotham, Victoria 2015. Source-stated location: Mt Hotham Victoria. Event field: Encounter. Body excerpt retained for review: We were heading up to Harrietville, up to Dinner Plain, it was Saturday morning. We started heading up there quite late, it was pretty cold and frosty. It was early May, start of the snow season. We had a Renault back then with amazing lights that shone all the way up.",1,preserved_source_label,pending
2.0.0,72,72,70,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Goongerah, Victoria 2016. Source-stated location: Goongerah (North of) Errinundra National Park, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: I was driving south along Delegate Road that leads towards Orbost. It’s a dirt road, a winding logging road. I was travelling at about 80km/hr. (Delegate turns into Bonang Road and is a dirt road in certain sections)",1,preserved_source_label,pending
2.0.0,73,73,71,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Noojee, Victoria 2016. Source-stated location: Noojee, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: I'm not sure if this counts as a sighting or not, but my girlfriend and I went camping near Noojee on Easter weekend and had some strange experiences up there. I had heard of the 1984 Yowie sighting but dismissed it as it was such a long time ago. Since that weekend I've read a lot on the subject and I'm now wondering if what we experienced could have indee...",1,preserved_source_label,pending
2.0.0,74,74,72,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Bunyip, Victoria 2018. Source-stated location: Bunyip, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: I was heading down the track to feed the horses. At the bottom of the track is a creek, a lot of bush and scrub, and a lot of Wallabies. The fence down by the creek is a ring-lock cyclone fence and two of the horses were right in the corner. I was directly facing the two horses as I was walking down the track.",1,preserved_source_label,pending
2.0.0,75,75,73,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Blackwood, Victoria 2019. Source-stated location: Blackwood, Victoria. Event field: Possible Yowie Encounter. Body excerpt retained for review: My father and I decided to go camping on Boxing Day and come back on Sunday. We got everything ready and head out to Margarets corner. We had a little spot on the other side of the campground with the creek behind us and 2 places where you can camp on the other side of the creek.",1,preserved_source_label,pending
2.0.0,76,76,74,Yowie,yowie,,exact_name,source_or_legacy_coding,"Public AYR report page for Creswick, Victoria 2020. Source-stated location: Creswick, Victoria. Event field: Yowie Sighting. Body excerpt retained for review: I regularly commute from Ballarat to Creswick by car.",1,preserved_source_label,pending
